sentence,span,type,uri,relation,question,gold familyName
", Mrs. Mounsey Bartholomew, J. Barnby, H. Smart, G. A. Macfarren, Brinley Richard, H. S. Irons, Charles Salaman, Alberto Randegger, ].",G. A. Macfarren,person,(Q1374708),family name,What is the family name of G. A. Macfarren?,Macfarren
", Mrs. Mounsey Bartholomew, J. Barnby, H. Smart, G. A. Macfarren, Brinley Richard, H. S. Irons, Charles Salaman, Alberto Randegger, ].",Brinley Richard,person,(Q4850963),family name,What is the family name of Brinley Richard?,Richards
", Mrs. Mounsey Bartholomew, J. Barnby, H. Smart, G. A. Macfarren, Brinley Richard, H. S. Irons, Charles Salaman, Alberto Randegger, ].",Charles Salaman,person,(Q2959519),family name,What is the family name of Charles Salaman?,
", Mrs. Mounsey Bartholomew, J. Barnby, H. Smart, G. A. Macfarren, Brinley Richard, H. S. Irons, Charles Salaman, Alberto Randegger, ].",Alberto Randegger,person,(Q4712167),family name,What is the family name of Alberto Randegger?,Randegger
Sontag left Francfort for Brussels on the Ist of December.,Sontag,person,(Q64098),family name,What is the family name of Sontag?,Sontag
"He was born in Naples, where he studied the rudiments of music under Alessandro Scarlatti and Nicolo Porpora.",Alessandro Scarlatti,person,(Q183087),family name,What is the family name of Alessandro Scarlatti?,Scarlatti
"He was born in Naples, where he studied the rudiments of music under Alessandro Scarlatti and Nicolo Porpora.",Nicolo Porpora,person,(Q312788),family name,What is the family name of Nicolo Porpora?,Porpora
"Did not Mr. Hawes resist the Lord Chamberlain, in the case of Joseph and his Brethren?",Lord Chamberlain,person,(Q541755),family name,What is the family name of Lord Chamberlain?,Cavendish
"Mr. Linley proposed stating on his. song, that my quartett had been composed first.",Mr. Linley,person,(Q5541748),family name,What is the family name of Mr. Linley?,Linley
"Grisi and her daughters, and the Marquis shook hands with his friends.",Grisi,person,(Q287344),family name,What is the family name of Grisi?,Grisi
"Compiled by John Dobson, and for the most part revised ot rearranged by H. J. Gauntlett, Mus.",H. J. Gauntlett,person,(Q11925412),family name,What is the family name of H. J. Gauntlett?,Gauntlett
"Luigi Rossi, Arcangelo Corelli, t with other great Italian compesers and imitators of Lulli at Paris, returned to their country with clearer and more distinct ideas of harmony.",Luigi Rossi,person,(Q472714),family name,What is the family name of Luigi Rossi?,Rossi
"Luigi Rossi, Arcangelo Corelli, t with other great Italian compesers and imitators of Lulli at Paris, returned to their country with clearer and more distinct ideas of harmony.",Arcangelo Corelli,person,(Q164475),family name,What is the family name of Arcangelo Corelli?,Corelli
"Luigi Rossi, Arcangelo Corelli, t with other great Italian compesers and imitators of Lulli at Paris, returned to their country with clearer and more distinct ideas of harmony.",Lulli,person,(Q1192),family name,What is the family name of Lulli?,Lully
"Mr. W. Sterndale Bennett gave his second soirée on Monday evening, to a numerous, intelligent, and fashionable audience.",W. Sterndale Bennett,person,(Q201164),family name,What is the family name of W. Sterndale Bennett?,Bennett
"A COLLECTION OF ORGAN PIECE, “COMPOSED BY CHARLES JOSEPH FROST.",CHARLES JOSEPH FROST,person,(Q94766323),family name,What is the family name of CHARLES JOSEPH FROST?,
"A new opera has been produced here, entitled Temistocle, from the pen of Paccini.",Paccini,person,(Q357022),family name,What is the family name of Paccini?,Pacini
"It is somewhat singular, that we find a passage exactly similar to one in Haydn’ s beautiful canzonet,",Haydn,person,(Q7349),family name,What is the family name of Haydn?,Q16276486
"Some reproaches are addressed to him relative to his melodies, as well as different observations, which interest us no more than Some reproaches did Rossini himself.",Rossini,person,(Q9726),family name,What is the family name of Rossini?,Rossini
"Surely, then, the comparative share of Madame Pasta was not exorbitant, her comparative merit being considered; though, as I have before hinted, the positive sum, three hundred guineas, was at least double what would have been an ample compensation.",Madame Pasta,person,(Q240963),family name,What is the family name of Madame Pasta?,Pasta
"The words are as simple as the melody, which however i is richly embellished by an arpeggio accompaniment, so varied as to de- mionstrate the fine taste of Mr. Bishop in such accompaniments.",Mr. Bishop,person,(Q1200639),family name,What is the family name of Mr. Bishop?,Bishop
"When given over by his physicians,: the Chevalier de Lorraine came to seehim.",Chevalier de Lorraine,person,(Q916954),family name,What is the family name of Chevalier de Lorraine?,
"His fugues are indeed ‘superior to those of Spohr, Schneider, Loewe",Spohr,person,(Q57226),family name,What is the family name of Spohr?,Spohr
"His fugues are indeed ‘superior to those of Spohr, Schneider, Loewe",Schneider,person,(Q213906),family name,What is the family name of Schneider?,Schneider
"His fugues are indeed ‘superior to those of Spohr, Schneider, Loewe",Loewe,person,(Q158899),family name,What is the family name of Loewe?,Loewe
"Ferri, Matteucci, and Guadagni, were knighted; Farinelli was presented with the cross of Calatrava, in Spain, where, under his direction and management were revived, in theatrical spectacles, all the magnificence and good taste of ancient Athens.",Ferri,person,(Q804749),family name,What is the family name of Ferri?,Ferri
"Ferri, Matteucci, and Guadagni, were knighted; Farinelli was presented with the cross of Calatrava, in Spain, where, under his direction and management were revived, in theatrical spectacles, all the magnificence and good taste of ancient Athens.",Guadagni,person,(Q3094278),family name,What is the family name of Guadagni?,Guadagni
"Ferri, Matteucci, and Guadagni, were knighted; Farinelli was presented with the cross of Calatrava, in Spain, where, under his direction and management were revived, in theatrical spectacles, all the magnificence and good taste of ancient Athens.",Farinelli,person,(Q223744),family name,What is the family name of Farinelli?,Q99906684
"The season began with Madame Caradori and Mademoiselle Brambilla as principals, Signors Curioni, Pellegrini, and Porto. - Mr. A. Sapio also _ appeared, but only it should seem as an occasional assistant.",Madame Caradori,person,(Q16065895),family name,What is the family name of Madame Caradori?,
"The season began with Madame Caradori and Mademoiselle Brambilla as principals, Signors Curioni, Pellegrini, and Porto. - Mr. A. Sapio also _ appeared, but only it should seem as an occasional assistant.",Mademoiselle Brambilla,person,(Q3847905),family name,What is the family name of Mademoiselle Brambilla?,Brambilla
"The season began with Madame Caradori and Mademoiselle Brambilla as principals, Signors Curioni, Pellegrini, and Porto. - Mr. A. Sapio also _ appeared, but only it should seem as an occasional assistant.",Signors Curioni,person,(Q87346693),family name,What is the family name of Signors Curioni?,Curioni
Who ever dreamed of’ an opera season coming to a close without hearing Rubini?,Rubini,person,(Q941040),family name,What is the family name of Rubini?,Rubini
"18 Concerts at the Two Universities 18 On the Major and Minor Semitones, and on the Rev. Mr. Liston’s Organ.",Rev. Mr. Liston,person,(Q5724966),family name,What is the family name of Rev. Mr. Liston?,Liston
"A pleasing ballad, with fine melody, sung by Adelaide Phillips.",Adelaide Phillips,person,(Q4681758),family name,What is the family name of Adelaide Phillips?,Phillipps
Varesi has materially strengthened her position since her début in “Rigoletto” especially as the heroine in,Varesi,person,(Q102075928),family name,What is the family name of Varesi?,Varesi
"Michel Richard Lalande, who married the daughter of Rebel, was also a composer and violinist of some fame..",Michel Richard Lalande,person,(Q312979),family name,What is the family name of Michel Richard Lalande?,Delalande
"The vocalists thus honoured — Miss Edith Wynne, Madame Patey, Mr. Lloyd and Mr. Santley — have every reason to. congratulate themselves upon this.",Miss Edith Wynne,person,(Q7422270),family name,What is the family name of Miss Edith Wynne?,Wynne
"The vocalists thus honoured — Miss Edith Wynne, Madame Patey, Mr. Lloyd and Mr. Santley — have every reason to. congratulate themselves upon this.",Madame Patey,person,(Q6153509),family name,What is the family name of Madame Patey?,Patey
"The vocalists thus honoured — Miss Edith Wynne, Madame Patey, Mr. Lloyd and Mr. Santley — have every reason to. congratulate themselves upon this.",Mr. Lloyd,person,(Q5344187),family name,What is the family name of Mr. Lloyd?,Lloyd
"The vocalists thus honoured — Miss Edith Wynne, Madame Patey, Mr. Lloyd and Mr. Santley — have every reason to. congratulate themselves upon this.",Mr. Santley,person,(Q521746),family name,What is the family name of Mr. Santley?,Santley
"39 Improvements in Music Printing, Account of Mr. Cowper’s Lecture on,.",Mr. Cowper,person,(Q315537),family name,What is the family name of Mr. Cowper?,Cowper
"The lithographed portrait of Sir W. Scott, in the title - page, is the best part of it.",Sir W. Scott,person,(Q79025),family name,What is the family name of Sir W. Scott?,Scott
"I played a concerto of Bach’s that’ had never been heard in England, and my own ‘C minor Concerto.",Bach,person,(Q1339),family name,What is the family name of Bach?,Bach
"In 1728, he ceded his privilege to M. Simard, who appointed M. Mouret the director of the music.",M. Mouret,person,(Q960766),family name,What is the family name of M. Mouret?,Mouret
"The want of suitable verses to the Scottish melodies was felt by Allan Ramsay, whose “Tea - table Miscellany,” published in 1724, was the first extensive collection of Scottish songs.",Allan Ramsay,person,(Q654775),family name,What is the family name of Allan Ramsay?,Ramsay
"We beg to be understood that we do not allude to Dr. Clarke Whitfield, whose respectability forbids the possibility of any such imputation.",Dr. Clarke Whitfield,person,(Q6226247),family name,What is the family name of Dr. Clarke Whitfield?,
"This was crowded with the most eminent inhabitants of the city, and Mr. Moscheles’ performances were received with enthusiastic applause.",Mr. Moscheles,person,(Q159551),family name,What is the family name of Mr. Moscheles?,Moscheles
"Gehring Jean Guillaume became master of the Chapel of Rudolstadt, after the death.of Gebel.",Gebel,person,(Q472371),family name,What is the family name of Gebel?,Gebel
"On the eve of going to press we have received intelligence of the death of Mr. T. M. Mudie, one of the pupils originally elected on the foundation of the Royal Academy of Music.",Mr. T. M. Mudie,person,(Q18577092),family name,What is the family name of Mr. T. M. Mudie?,
"performed at Her Majestvy’s Theatre, dedicated, by special permission, to Her Royal Highness the Duchess of Cambridge.",Her Royal Highness,person,(Q61328),family name,What is the family name of Her Royal Highness?,
"Baptiste Calkin, Boyton Smith, E. H. Thorne, W. G. Cusins, E. M. Delaborde, E. Silas, John Hullah, E. H. Turpin, Franz Nava, F. E. Gladstone, C. W. Lavington, J. E. Richardson, R. Forsey Brion, and J. Tilleard.",Baptiste Calkin,person,(Q1449465),family name,What is the family name of Baptiste Calkin?,Calkin
"Baptiste Calkin, Boyton Smith, E. H. Thorne, W. G. Cusins, E. M. Delaborde, E. Silas, John Hullah, E. H. Turpin, Franz Nava, F. E. Gladstone, C. W. Lavington, J. E. Richardson, R. Forsey Brion, and J. Tilleard.",Boyton Smith,person,(Q110136517),family name,What is the family name of Boyton Smith?,
"Baptiste Calkin, Boyton Smith, E. H. Thorne, W. G. Cusins, E. M. Delaborde, E. Silas, John Hullah, E. H. Turpin, Franz Nava, F. E. Gladstone, C. W. Lavington, J. E. Richardson, R. Forsey Brion, and J. Tilleard.",E. H. Thorne,person,(Q5345615),family name,What is the family name of E. H. Thorne?,Thorne
