sentence,span,type,uri,relation,question,gold occupation
De Begnis still occupies a place in the King’s Theatre.,De Begnis,person,(Q3770409),occupation,What is the occupation of De Begnis?,singer; opera singer
"WE regret to have to announce the sudden death, from heart disease, of Dr. H. J. Gauntlett, on the a2ist ult.",Dr. H. J. Gauntlett,person,(Q11925412),occupation,What is the occupation of Dr. H. J. Gauntlett?,composer; organist
"Duet, ‘The streams that wind amid the hills,’ the Poetry by G. Darley, Esq.; the Music composed by Fanny Steers.",G. Darley,person,(Q1450149),occupation,What is the occupation of G. Darley?,astronomer; writer; poet; mathematician; literary critic
"Duet, ‘The streams that wind amid the hills,’ the Poetry by G. Darley, Esq.; the Music composed by Fanny Steers.",Fanny Steers,person,(Q104234927),occupation,What is the occupation of Fanny Steers?,writer; songwriter; watercolorist
What has Mozart's portrait to do in the Memuirs of Rossini?,Mozart,person,(Q254),occupation,What is the occupation of Mozart?,composer; pianist; musician; organist; violinist; music educator
"But we will not praise Miss Rainforth over much, lest she, too, should become spoiled —",Miss Rainforth,person,(Q17355767),occupation,What is the occupation of Miss Rainforth?,opera singer
", Paer’s beautiful little duet, is better in its original form, than in that which is now given to it.",Paer,person,(Q533022),occupation,What is the occupation of Paer?,composer; conductor; bandleader; musicologist
"Of Handel's efforts in oratorio we had also a full account; those gigantic. works, written after he had passed his fifty - third year.",Handel,person,(Q7302),occupation,What is the occupation of Handel?,composer; organist; impresario; violinist; university teacher; harpsichordist; opera composer
"Lord Bacon, Addison, Dr. Brown, Dugald Stewart, and many others,. are often betrayed into unconscious absurdities respecting musical effects by their ignorance of the science.",Lord Bacon,person,(Q37388),occupation,What is the occupation of Lord Bacon?,scientist; judge; writer; lawyer; politician; astrologer; historian; philosopher
"Lord Bacon, Addison, Dr. Brown, Dugald Stewart, and many others,. are often betrayed into unconscious absurdities respecting musical effects by their ignorance of the science.",Addison,person,(Q206384),occupation,What is the occupation of Addison?,writer; poet; politician; playwright; editor; journalist; correspondent; librettist; essayist
"Lord Bacon, Addison, Dr. Brown, Dugald Stewart, and many others,. are often betrayed into unconscious absurdities respecting musical effects by their ignorance of the science.",Dugald Stewart,person,(Q218254),occupation,What is the occupation of Dugald Stewart?,writer; mathematician; historian; university teacher; philosopher
"Sir W. Jones, in his Catalogue of Manuscripts, deposited in the library of the Royal Society, gives us the names of some treatises in the Hindustanee language, which of course have never been translated..",Sir W. Jones,person,(Q273969),occupation,What is the occupation of Sir W. Jones?,judge; writer; poet; politician; translator; orientalist; botanist; anthropologist; linguist
"This amusement seems to have had a great attraction for Mendelssohn, who often entered into the - fun of it with characteristic zest.",Mendelssohn,person,(Q46096),occupation,What is the occupation of Mendelssohn?,writer; composer; conductor; pianist; organist; painter; university teacher; musicologist; music educator
"He quitted Parma, and returned to Tartini, with whom he studied ull the year 1769.",Tartini,person,(Q108555),occupation,What is the occupation of Tartini?,composer; violinist; musicologist; music theorist; music educator
"Melange for the Piano Forte, from “Il Crociato in Egitto,” by Frederick Kalkbrenner.",Frederick Kalkbrenner,person,(Q170270),occupation,What is the occupation of Frederick Kalkbrenner?,composer; pianist; university teacher; musicologist; music educator; classical composer
", Mrs. Mounsey Bartholomew, J. Barnby, H. Smart, G. A. Macfarren, Brinley Richard, H. S. Irons, Charles Salaman, Alberto Randegger, ].",Mrs. Mounsey Bartholomew,person,(Q4766585),occupation,What is the occupation of Mrs. Mounsey Bartholomew?,composer; organist; music educator
", Mrs. Mounsey Bartholomew, J. Barnby, H. Smart, G. A. Macfarren, Brinley Richard, H. S. Irons, Charles Salaman, Alberto Randegger, ].",H. Smart,person,(Q466189),occupation,What is the occupation of H. Smart?,composer
", Mrs. Mounsey Bartholomew, J. Barnby, H. Smart, G. A. Macfarren, Brinley Richard, H. S. Irons, Charles Salaman, Alberto Randegger, ].",G. A. Macfarren,person,(Q1374708),occupation,What is the occupation of G. A. Macfarren?,composer; conductor; university teacher; musicologist; music theorist; music educator; theorist
", Mrs. Mounsey Bartholomew, J. Barnby, H. Smart, G. A. Macfarren, Brinley Richard, H. S. Irons, Charles Salaman, Alberto Randegger, ].",Brinley Richard,person,(Q4850963),occupation,What is the occupation of Brinley Richard?,composer; pianist; music educator
", Mrs. Mounsey Bartholomew, J. Barnby, H. Smart, G. A. Macfarren, Brinley Richard, H. S. Irons, Charles Salaman, Alberto Randegger, ].",Charles Salaman,person,(Q2959519),occupation,What is the occupation of Charles Salaman?,composer; pianist
", Mrs. Mounsey Bartholomew, J. Barnby, H. Smart, G. A. Macfarren, Brinley Richard, H. S. Irons, Charles Salaman, Alberto Randegger, ].",Alberto Randegger,person,(Q4712167),occupation,What is the occupation of Alberto Randegger?,composer; teacher; conductor; music educator
Sontag left Francfort for Brussels on the Ist of December.,Sontag,person,(Q64098),occupation,What is the occupation of Sontag?,vocalist; opera singer
"He was born in Naples, where he studied the rudiments of music under Alessandro Scarlatti and Nicolo Porpora.",Alessandro Scarlatti,person,(Q183087),occupation,What is the occupation of Alessandro Scarlatti?,composer; harpsichordist
"He was born in Naples, where he studied the rudiments of music under Alessandro Scarlatti and Nicolo Porpora.",Nicolo Porpora,person,(Q312788),occupation,What is the occupation of Nicolo Porpora?,composer; music educator
"Did not Mr. Hawes resist the Lord Chamberlain, in the case of Joseph and his Brethren?",Lord Chamberlain,person,(Q541755),occupation,What is the occupation of Lord Chamberlain?,politician
"Mr. Linley proposed stating on his. song, that my quartett had been composed first.",Mr. Linley,person,(Q5541748),occupation,What is the occupation of Mr. Linley?,songwriter
"Grisi and her daughters, and the Marquis shook hands with his friends.",Grisi,person,(Q287344),occupation,What is the occupation of Grisi?,singer; opera singer
"Compiled by John Dobson, and for the most part revised ot rearranged by H. J. Gauntlett, Mus.",H. J. Gauntlett,person,(Q11925412),occupation,What is the occupation of H. J. Gauntlett?,composer; organist
"Luigi Rossi, Arcangelo Corelli, t with other great Italian compesers and imitators of Lulli at Paris, returned to their country with clearer and more distinct ideas of harmony.",Luigi Rossi,person,(Q472714),occupation,What is the occupation of Luigi Rossi?,composer; opera singer
"Luigi Rossi, Arcangelo Corelli, t with other great Italian compesers and imitators of Lulli at Paris, returned to their country with clearer and more distinct ideas of harmony.",Arcangelo Corelli,person,(Q164475),occupation,What is the occupation of Arcangelo Corelli?,composer; violist; violinist
"Luigi Rossi, Arcangelo Corelli, t with other great Italian compesers and imitators of Lulli at Paris, returned to their country with clearer and more distinct ideas of harmony.",Lulli,person,(Q1192),occupation,What is the occupation of Lulli?,composer; teacher; conductor; ballet dancer; pedagogue; violinist; choreographer; dancer; music educator
"Mr. W. Sterndale Bennett gave his second soirée on Monday evening, to a numerous, intelligent, and fashionable audience.",W. Sterndale Bennett,person,(Q201164),occupation,What is the occupation of W. Sterndale Bennett?,composer; conductor; pianist; university teacher; music educator
"A COLLECTION OF ORGAN PIECE, “COMPOSED BY CHARLES JOSEPH FROST.",CHARLES JOSEPH FROST,person,(Q94766323),occupation,What is the occupation of CHARLES JOSEPH FROST?,composer; organist
"A new opera has been produced here, entitled Temistocle, from the pen of Paccini.",Paccini,person,(Q357022),occupation,What is the occupation of Paccini?,composer; teacher; chapelmaster
"It is somewhat singular, that we find a passage exactly similar to one in Haydn’ s beautiful canzonet,",Haydn,person,(Q7349),occupation,What is the occupation of Haydn?,composer; conductor; pianist; musicologist
"Some reproaches are addressed to him relative to his melodies, as well as different observations, which interest us no more than Some reproaches did Rossini himself.",Rossini,person,(Q9726),occupation,What is the occupation of Rossini?,composer
"Surely, then, the comparative share of Madame Pasta was not exorbitant, her comparative merit being considered; though, as I have before hinted, the positive sum, three hundred guineas, was at least double what would have been an ample compensation.",Madame Pasta,person,(Q240963),occupation,What is the occupation of Madame Pasta?,opera singer
"The words are as simple as the melody, which however i is richly embellished by an arpeggio accompaniment, so varied as to de- mionstrate the fine taste of Mr. Bishop in such accompaniments.",Mr. Bishop,person,(Q1200639),occupation,What is the occupation of Mr. Bishop?,composer; conductor
"When given over by his physicians,: the Chevalier de Lorraine came to seehim.",Chevalier de Lorraine,person,(Q916954),occupation,What is the occupation of Chevalier de Lorraine?,aristocrat
"His fugues are indeed ‘superior to those of Spohr, Schneider, Loewe",Spohr,person,(Q57226),occupation,What is the occupation of Spohr?,composer; conductor; musician; violinist; musicologist; music educator
"His fugues are indeed ‘superior to those of Spohr, Schneider, Loewe",Schneider,person,(Q213906),occupation,What is the occupation of Schneider?,composer; conductor; pianist; musicologist
"His fugues are indeed ‘superior to those of Spohr, Schneider, Loewe",Loewe,person,(Q158899),occupation,What is the occupation of Loewe?,composer; conductor; singer; cantor; organist; high-school teacher
"Ferri, Matteucci, and Guadagni, were knighted; Farinelli was presented with the cross of Calatrava, in Spain, where, under his direction and management were revived, in theatrical spectacles, all the magnificence and good taste of ancient Athens.",Ferri,person,(Q804749),occupation,What is the occupation of Ferri?,actor; stage actor; opera singer
"Ferri, Matteucci, and Guadagni, were knighted; Farinelli was presented with the cross of Calatrava, in Spain, where, under his direction and management were revived, in theatrical spectacles, all the magnificence and good taste of ancient Athens.",Guadagni,person,(Q3094278),occupation,What is the occupation of Guadagni?,actor; opera singer
