document;span;property;span_gold_qid;retrieved_context_texts;llm_answer;prediction;prediction_label;prediction_description;llm_answer_correct;pred_qid_correct;gold_standard;in_web;in_corpus;Verified;Source
Beasley, Llewellyn Bagnall, Alice Mary Curtis, nia Sheehan, Johanna Ludovici, Beata Francis.;Beata Francis;country of citizenship;NIL;"['Cusins, E. M. Delaborde, E. Silas, Jona Hullah, E. H. Tu Nava, F. E. Gladstone, C. W. Lavington, J. E. Richardson, Brion, and J. Tilleard.', 'Cusins, E. M. Delaborde, E. Silas, John Hullah, E. H. Turpin, Franz Nava, F. E. Gladstone, C. W. Lavington, J. E. Richardson, R. Forsey Brion, and J. Tilleard.', 'Troup (Pianoforte),! Miss Elizabeth Connolly (Pianoforte) ; ius Amy E. Turner Burnett (Pianoforte), Miss Mary aylor (General Progress); Miss Jessie Jones (Singing); s Sarah A. Goode (Singing). Bronze Medals: Misses Cornish, Isabella. . BcCarty, Eliza J. Hopkins, . Beasley, Llewellyn Bagnall, Alice Mary Curtis, nia Sheehan, Johanna Ludovici, Beata Francis. Books: feces Helen Pamphilon, Hllen Edridge, Maria Combs, ei Harraden, Catherine Beaumont, Mary Roffe, Clara Baley, Ellen Hancock, Ellinor Blake, Edith Brand, Alice Chapman, Janie Burrough, Hannah Edouard, Mary E.']";['United Kingdom of Great Britain and Ireland'];[np.str_('Q145')];United Kingdom;country in north-west Europe;;;Q145;;;;
Beasley, Llewellyn Bagnall, Alice Mary Curtis, nia Sheehan, Johanna Ludovici, Beata Francis.;Beata Francis;occupation;NIL;"['Cusins, E. M. Delaborde, E. Silas, Jona Hullah, E. H. Tu Nava, F. E. Gladstone, C. W. Lavington, J. E. Richardson, Brion, and J. Tilleard.', 'Cusins, E. M. Delaborde, E. Silas, John Hullah, E. H. Turpin, Franz Nava, F. E. Gladstone, C. W. Lavington, J. E. Richardson, R. Forsey Brion, and J. Tilleard.', 'Troup (Pianoforte),! Miss Elizabeth Connolly (Pianoforte) ; ius Amy E. Turner Burnett (Pianoforte), Miss Mary aylor (General Progress); Miss Jessie Jones (Singing); s Sarah A. Goode (Singing). Bronze Medals: Misses Cornish, Isabella. . BcCarty, Eliza J. Hopkins, . Beasley, Llewellyn Bagnall, Alice Mary Curtis, nia Sheehan, Johanna Ludovici, Beata Francis. Books: feces Helen Pamphilon, Hllen Edridge, Maria Combs, ei Harraden, Catherine Beaumont, Mary Roffe, Clara Baley, Ellen Hancock, Ellinor Blake, Edith Brand, Alice Chapman, Janie Burrough, Hannah Edouard, Mary E.']";['singer', 'musician', 'pianist'];[np.str_('Q65620039'), np.str_('Q12374149'), np.str_('Q10426592')];"soul singer; rock musician; bar pianist";"singer who sings soul songs; musician playing rock music; occupation";;;Q98834068;;;;
Beasley, Llewellyn Bagnall, Alice Mary Curtis, nia Sheehan, Johanna Ludovici, Beata Francis.;Beata Francis;date of birth;NIL;"['Cusins, E. M. Delaborde, E. Silas, Jona Hullah, E. H. Tu Nava, F. E. Gladstone, C. W. Lavington, J. E. Richardson, Brion, and J. Tilleard.', 'Cusins, E. M. Delaborde, E. Silas, John Hullah, E. H. Turpin, Franz Nava, F. E. Gladstone, C. W. Lavington, J. E. Richardson, R. Forsey Brion, and J. Tilleard.', 'Troup (Pianoforte),! Miss Elizabeth Connolly (Pianoforte) ; ius Amy E. Turner Burnett (Pianoforte), Miss Mary aylor (General Progress); Miss Jessie Jones (Singing); s Sarah A. Goode (Singing). Bronze Medals: Misses Cornish, Isabella. . BcCarty, Eliza J. Hopkins, . Beasley, Llewellyn Bagnall, Alice Mary Curtis, nia Sheehan, Johanna Ludovici, Beata Francis. Books: feces Helen Pamphilon, Hllen Edridge, Maria Combs, ei Harraden, Catherine Beaumont, Mary Roffe, Clara Baley, Ellen Hancock, Ellinor Blake, Edith Brand, Alice Chapman, Janie Burrough, Hannah Edouard, Mary E.']";1836-08-16 00:00:00;1836;;;;;NIL;;;;
Beasley, Llewellyn Bagnall, Alice Mary Curtis, nia Sheehan, Johanna Ludovici, Beata Francis.;Beata Francis;family name;;;;;;;;;Q15208210;;;;
"With my wife to the King’s House to see. ‘The Virgin Martyr,’ * the first time it hath been acted a great while, and itis mighty pleasant; not that the play is worth much, but it is finely acted by Beck Marshall.";Beck Marshall;given name;NIL;"['Mad. Caradori and Miss Carew sang Mozart\'s pretty duet with great sweetness. Preghiera was not so well performed ; buat the sestetto, ‘‘sola sola,” went off admirably,-and Miss Stephens’ “‘ Heart, thou seat of soft delight!"" affected everybody in a most visible manner. . The song itself is one of Handel’s most beautiful and finished things, and it lost none of its meriss as it was now delivered. : CONCERTS SPIRITUELS. Tue present lessees of the King’s Theatre: are giving performances en the Friday evening, during Lent, upon the plan of the Goncert Spirituel of Paris.. The orchestra is erected on the stage, as at the Oratorivs-; the performance is divided into two.', 'Mad. Caradori and Miss Carew sang Mozart\'s pretty duet with great sweetness. Preghiera was not so well performed ; buat the sestetto, ‘‘sola sola,” went off admirably,-and Miss Stephens’ “‘ Heart, thou seat of soft delight!"" affected everybody in a most visible manner. . The song itself is one of Handel’s most beautiful and finished things, and it lost none of its meriss as it was now delivered. : CONCERTS SPIRITUELS. Tue present lessees of the King’s Theatre: are giving performances en the Friday evening, during Lent, upon the plan of the Goncert Spirituel of Paris.. The orchestra is erected on the stage, as at the Oratorivs-; the performance is divided into two.', 'Mad. Caradori and Miss Carew sang Mozart\'s pretty duet with great sweetness. Preghiera was not so well performed ; buat the sestetto, ‘‘sola sola,” went off admirably,-and Miss Stephens’ “‘ Heart, thou seat of soft delight!"" affected everybody in a most visible manner. . The song itself is one of Handel’s most beautiful and finished things, and it lost none of its meriss as it was now delivered. : CONCERTS SPIRITUELS. Tue present lessees of the King’s Theatre: are giving performances en the Friday evening, during Lent, upon the plan of the Goncert Spirituel of Paris.. The orchestra is erected on the stage, as at the Oratorivs-; the performance is divided into two.']";['Beck'];[np.str_('Q60930106')];Beckwith;given name;yes;no;Q60185145;no;yes;yes;
"With my wife to the King’s House to see. ‘The Virgin Martyr,’ * the first time it hath been acted a great while, and itis mighty pleasant; not that the play is worth much, but it is finely acted by Beck Marshall.";Beck Marshall;sex or gender;NIL;"['Mad. Caradori and Miss Carew sang Mozart\'s pretty duet with great sweetness. Preghiera was not so well performed ; buat the sestetto, ‘‘sola sola,” went off admirably,-and Miss Stephens’ “‘ Heart, thou seat of soft delight!"" affected everybody in a most visible manner. . The song itself is one of Handel’s most beautiful and finished things, and it lost none of its meriss as it was now delivered. : CONCERTS SPIRITUELS. Tue present lessees of the King’s Theatre: are giving performances en the Friday evening, during Lent, upon the plan of the Goncert Spirituel of Paris.. The orchestra is erected on the stage, as at the Oratorivs-; the performance is divided into two.', 'Mad. Caradori and Miss Carew sang Mozart\'s pretty duet with great sweetness. Preghiera was not so well performed ; buat the sestetto, ‘‘sola sola,” went off admirably,-and Miss Stephens’ “‘ Heart, thou seat of soft delight!"" affected everybody in a most visible manner. . The song itself is one of Handel’s most beautiful and finished things, and it lost none of its meriss as it was now delivered. : CONCERTS SPIRITUELS. Tue present lessees of the King’s Theatre: are giving performances en the Friday evening, during Lent, upon the plan of the Goncert Spirituel of Paris.. The orchestra is erected on the stage, as at the Oratorivs-; the performance is divided into two.', 'Mad. Caradori and Miss Carew sang Mozart\'s pretty duet with great sweetness. Preghiera was not so well performed ; buat the sestetto, ‘‘sola sola,” went off admirably,-and Miss Stephens’ “‘ Heart, thou seat of soft delight!"" affected everybody in a most visible manner. . The song itself is one of Handel’s most beautiful and finished things, and it lost none of its meriss as it was now delivered. : CONCERTS SPIRITUELS. Tue present lessees of the King’s Theatre: are giving performances en the Friday evening, during Lent, upon the plan of the Goncert Spirituel of Paris.. The orchestra is erected on the stage, as at the Oratorivs-; the performance is divided into two.']";['female'];[np.str_('Q6581072')];female;"to be used in ""sex or gender"" (P21) to indicate that the human subject is a female or ""semantic gender"" (P10339) to indicate that a word refers to a female person";can't say;can't say;Q6581072;no;no;yes;
"With my wife to the King’s House to see. ‘The Virgin Martyr,’ * the first time it hath been acted a great while, and itis mighty pleasant; not that the play is worth much, but it is finely acted by Beck Marshall.";Beck Marshall;country of citizenship;NIL;"['Mad. Caradori and Miss Carew sang Mozart\'s pretty duet with great sweetness. Preghiera was not so well performed ; buat the sestetto, ‘‘sola sola,” went off admirably,-and Miss Stephens’ “‘ Heart, thou seat of soft delight!"" affected everybody in a most visible manner. . The song itself is one of Handel’s most beautiful and finished things, and it lost none of its meriss as it was now delivered. : CONCERTS SPIRITUELS. Tue present lessees of the King’s Theatre: are giving performances en the Friday evening, during Lent, upon the plan of the Goncert Spirituel of Paris.. The orchestra is erected on the stage, as at the Oratorivs-; the performance is divided into two.', 'Mad. Caradori and Miss Carew sang Mozart\'s pretty duet with great sweetness. Preghiera was not so well performed ; buat the sestetto, ‘‘sola sola,” went off admirably,-and Miss Stephens’ “‘ Heart, thou seat of soft delight!"" affected everybody in a most visible manner. . The song itself is one of Handel’s most beautiful and finished things, and it lost none of its meriss as it was now delivered. : CONCERTS SPIRITUELS. Tue present lessees of the King’s Theatre: are giving performances en the Friday evening, during Lent, upon the plan of the Goncert Spirituel of Paris.. The orchestra is erected on the stage, as at the Oratorivs-; the performance is divided into two.', 'Mad. Caradori and Miss Carew sang Mozart\'s pretty duet with great sweetness. Preghiera was not so well performed ; buat the sestetto, ‘‘sola sola,” went off admirably,-and Miss Stephens’ “‘ Heart, thou seat of soft delight!"" affected everybody in a most visible manner. . The song itself is one of Handel’s most beautiful and finished things, and it lost none of its meriss as it was now delivered. : CONCERTS SPIRITUELS. Tue present lessees of the King’s Theatre: are giving performances en the Friday evening, during Lent, upon the plan of the Goncert Spirituel of Paris.. The orchestra is erected on the stage, as at the Oratorivs-; the performance is divided into two.']";['United Kingdom of Great Britain and Ireland'];[np.str_('Q145')];United Kingdom;country in north-west Europe;yes;yes;Q145;no;yes;yes;
"With my wife to the King’s House to see. ‘The Virgin Martyr,’ * the first time it hath been acted a great while, and itis mighty pleasant; not that the play is worth much, but it is finely acted by Beck Marshall.";Beck Marshall;occupation;NIL;"['Mad. Caradori and Miss Carew sang Mozart\'s pretty duet with great sweetness. Preghiera was not so well performed ; buat the sestetto, ‘‘sola sola,” went off admirably,-and Miss Stephens’ “‘ Heart, thou seat of soft delight!"" affected everybody in a most visible manner. . The song itself is one of Handel’s most beautiful and finished things, and it lost none of its meriss as it was now delivered. : CONCERTS SPIRITUELS. Tue present lessees of the King’s Theatre: are giving performances en the Friday evening, during Lent, upon the plan of the Goncert Spirituel of Paris.. The orchestra is erected on the stage, as at the Oratorivs-; the performance is divided into two.', 'Mad. Caradori and Miss Carew sang Mozart\'s pretty duet with great sweetness. Preghiera was not so well performed ; buat the sestetto, ‘‘sola sola,” went off admirably,-and Miss Stephens’ “‘ Heart, thou seat of soft delight!"" affected everybody in a most visible manner. . The song itself is one of Handel’s most beautiful and finished things, and it lost none of its meriss as it was now delivered. : CONCERTS SPIRITUELS. Tue present lessees of the King’s Theatre: are giving performances en the Friday evening, during Lent, upon the plan of the Goncert Spirituel of Paris.. The orchestra is erected on the stage, as at the Oratorivs-; the performance is divided into two.', 'Mad. Caradori and Miss Carew sang Mozart\'s pretty duet with great sweetness. Preghiera was not so well performed ; buat the sestetto, ‘‘sola sola,” went off admirably,-and Miss Stephens’ “‘ Heart, thou seat of soft delight!"" affected everybody in a most visible manner. . The song itself is one of Handel’s most beautiful and finished things, and it lost none of its meriss as it was now delivered. : CONCERTS SPIRITUELS. Tue present lessees of the King’s Theatre: are giving performances en the Friday evening, during Lent, upon the plan of the Goncert Spirituel of Paris.. The orchestra is erected on the stage, as at the Oratorivs-; the performance is divided into two.']";['actress', 'actor', 'performer'];[np.str_('Q33999'), np.str_('Q33999'), np.str_('Q15214752')];"actor; actor; cabaret performer";"person who acts in a dramatic or comic production and works in film, television, theatre, or radio; person who acts in a dramatic or comic production and works in film, television, theatre, or radio; performing artist specialized in cabaret";partially;partially;Q33999;no;yes;yes;
"With my wife to the King’s House to see. ‘The Virgin Martyr,’ * the first time it hath been acted a great while, and itis mighty pleasant; not that the play is worth much, but it is finely acted by Beck Marshall.";Beck Marshall;date of birth;NIL;"['Mad. Caradori and Miss Carew sang Mozart\'s pretty duet with great sweetness. Preghiera was not so well performed ; buat the sestetto, ‘‘sola sola,” went off admirably,-and Miss Stephens’ “‘ Heart, thou seat of soft delight!"" affected everybody in a most visible manner. . The song itself is one of Handel’s most beautiful and finished things, and it lost none of its meriss as it was now delivered. : CONCERTS SPIRITUELS. Tue present lessees of the King’s Theatre: are giving performances en the Friday evening, during Lent, upon the plan of the Goncert Spirituel of Paris.. The orchestra is erected on the stage, as at the Oratorivs-; the performance is divided into two.', 'Mad. Caradori and Miss Carew sang Mozart\'s pretty duet with great sweetness. Preghiera was not so well performed ; buat the sestetto, ‘‘sola sola,” went off admirably,-and Miss Stephens’ “‘ Heart, thou seat of soft delight!"" affected everybody in a most visible manner. . The song itself is one of Handel’s most beautiful and finished things, and it lost none of its meriss as it was now delivered. : CONCERTS SPIRITUELS. Tue present lessees of the King’s Theatre: are giving performances en the Friday evening, during Lent, upon the plan of the Goncert Spirituel of Paris.. The orchestra is erected on the stage, as at the Oratorivs-; the performance is divided into two.', 'Mad. Caradori and Miss Carew sang Mozart\'s pretty duet with great sweetness. Preghiera was not so well performed ; buat the sestetto, ‘‘sola sola,” went off admirably,-and Miss Stephens’ “‘ Heart, thou seat of soft delight!"" affected everybody in a most visible manner. . The song itself is one of Handel’s most beautiful and finished things, and it lost none of its meriss as it was now delivered. : CONCERTS SPIRITUELS. Tue present lessees of the King’s Theatre: are giving performances en the Friday evening, during Lent, upon the plan of the Goncert Spirituel of Paris.. The orchestra is erected on the stage, as at the Oratorivs-; the performance is divided into two.']";;;;;yes;;NIL;no;no;yes;
"With my wife to the King’s House to see. ‘The Virgin Martyr,’ * the first time it hath been acted a great while, and itis mighty pleasant; not that the play is worth much, but it is finely acted by Beck Marshall.";Beck Marshall;family name;;;;;;;;;Q12795967;;;;
Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.;C. J. Lenton;given name;NIL;['Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J.', 'Sherrington, Alvsleben, and Patey, Messrs. Sims Reeves, Cummings, Agnesi, and “Signor” Perkin.', 'Cusins, E. M. Delaborde, E. Silas, Jona Hullah, E. H. Tu Nava, F. E. Gladstone, C. W. Lavington, J. E. Richardson, Brion, and J. Tilleard.'];['Charles', 'Joseph'];[np.str_('Q20899003'), np.str_('Q21148089')];"Charles-Joseph; Josephius";"male given name; given name";;;NIL;;;;Corpus
Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.;C. J. Lenton;sex or gender;NIL;['Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J.', 'Sherrington, Alvsleben, and Patey, Messrs. Sims Reeves, Cummings, Agnesi, and “Signor” Perkin.', 'Cusins, E. M. Delaborde, E. Silas, Jona Hullah, E. H. Tu Nava, F. E. Gladstone, C. W. Lavington, J. E. Richardson, Brion, and J. Tilleard.'];['male'];[np.str_('Q6581097')];male;"to be used in ""sex or gender"" (P21) to indicate that the human subject is a male or ""semantic gender"" (P10339) to indicate that a word refers to a male person";;;NIL;;;;Corpus
Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.;C. J. Lenton;country of citizenship;NIL;['Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J.', 'Sherrington, Alvsleben, and Patey, Messrs. Sims Reeves, Cummings, Agnesi, and “Signor” Perkin.', 'Cusins, E. M. Delaborde, E. Silas, Jona Hullah, E. H. Tu Nava, F. E. Gladstone, C. W. Lavington, J. E. Richardson, Brion, and J. Tilleard.'];['United Kingdom of Great Britain and Ireland'];[np.str_('Q145')];United Kingdom;country in north-west Europe;;;NIL;;;;
Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.;C. J. Lenton;occupation;NIL;['Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J.', 'Sherrington, Alvsleben, and Patey, Messrs. Sims Reeves, Cummings, Agnesi, and “Signor” Perkin.', 'Cusins, E. M. Delaborde, E. Silas, Jona Hullah, E. H. Tu Nava, F. E. Gladstone, C. W. Lavington, J. E. Richardson, Brion, and J. Tilleard.'];['musician', 'singer', 'vocalist', 'performer', 'artist'];[np.str_('Q12374149'), np.str_('Q65620039'), np.str_('Q28771895'), np.str_('Q15214752'), np.str_('Q3391743')];"rock musician; soul singer; vocal composer; cabaret performer; visual artist";"musician playing rock music; singer who sings soul songs; composer who writes vocal music; performing artist specialized in cabaret; artist involved with the visual arts";;;Q29448653;no;yes;yes;Corpus
Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.;C. J. Lenton;date of birth;NIL;['Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J.', 'Sherrington, Alvsleben, and Patey, Messrs. Sims Reeves, Cummings, Agnesi, and “Signor” Perkin.', 'Cusins, E. M. Delaborde, E. Silas, Jona Hullah, E. H. Tu Nava, F. E. Gladstone, C. W. Lavington, J. E. Richardson, Brion, and J. Tilleard.'];1854-08-28 00:00:00;1854;;;;;NIL;;;;
Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.;C. J. Lenton;family name;;;;;;;;;Q16872057;;;;
Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.;C. Wilson;given name;NIL;['Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J.', 'Sherrington, Alvsleben, and Patey, Messrs. Sims Reeves, Cummings, Agnesi, and “Signor” Perkin.', 'Cusins, E. M. Delaborde, E. Silas, Jona Hullah, E. H. Tu Nava, F. E. Gladstone, C. W. Lavington, J. E. Richardson, Brion, and J. Tilleard.'];['No given name provided'];[np.str_('Q19968160')];Many;male given name;;;NIL;;;;
