document_id	sentence	named entity mention 	named entity QID	named entity type	property	property value QID	in_web	in_corpus	Verified	Source
The Harmonicon_1827-002_ms_3	After this, we had: Les Néces de Gamache, a comic opera, in three acts, by Mercadante, translated and arranged by Messrs. Sauvage and Dupin, and adapted to the stage by M. Guénée: we suppose it would be unpardonable to omit any of these important particulars, as the authors always show such marked anxiety te bring them befere the world.	Dupin	NIL	person	country of citizenship	NIL				
The Harmonicon_1827-002_ms_3	After this, we had: Les Néces de Gamache, a comic opera, in three acts, by Mercadante, translated and arranged by Messrs. Sauvage and Dupin, and adapted to the stage by M. Guénée: we suppose it would be unpardonable to omit any of these important particulars, as the authors always show such marked anxiety te bring them befere the world.	Dupin	NIL	person	occupation	Q333634,Q1643514	no	yes	yes	https://books.google.it/books/about/Les_Noces_de_Gamache_op%C3%A9ra_bouffon_en_t.html?id=FsE3ALsS3tgC&redir_esc=y
The Harmonicon_1827-002_ms_3	After this, we had: Les Néces de Gamache, a comic opera, in three acts, by Mercadante, translated and arranged by Messrs. Sauvage and Dupin, and adapted to the stage by M. Guénée: we suppose it would be unpardonable to omit any of these important particulars, as the authors always show such marked anxiety te bring them befere the world.	Dupin	NIL	person	date of birth	NIL				
TheMusicalTimes__1876-397.txt_2568	, Bow, E. — E. Carper is prepared to send Specifications for building Organs of very superior materials and workmanship.	E. Carper	NIL	person	given name	NIL				
TheMusicalTimes__1876-397.txt_2568	, Bow, E. — E. Carper is prepared to send Specifications for building Organs of very superior materials and workmanship.	E. Carper	NIL	person	sex or gender	Q6581097	no	yes	no	Corpus
TheMusicalTimes__1876-397.txt_2568	, Bow, E. — E. Carper is prepared to send Specifications for building Organs of very superior materials and workmanship.	E. Carper	NIL	person	country of citizenship	Q145	no	yes	yes	Corpus
TheMusicalTimes__1876-397.txt_2568	, Bow, E. — E. Carper is prepared to send Specifications for building Organs of very superior materials and workmanship.	E. Carper	NIL	person	occupation	Q1937431, Q131524, Q43845, Q1955150, Q1294787				Corpus
TheMusicalTimes__1876-397.txt_2568	, Bow, E. — E. Carper is prepared to send Specifications for building Organs of very superior materials and workmanship.	E. Carper	NIL	person	date of birth	NIL				
TheMusicalTimes__1876-402.txt_343	, E. — E. Carper is prepared to send Specifications for building Organs of very superior materials and workmanship.	E. Carper	NIL	person	given name	NIL				
TheMusicalTimes__1876-402.txt_343	, E. — E. Carper is prepared to send Specifications for building Organs of very superior materials and workmanship.	E. Carper	NIL	person	sex or gender	Q6581097				
TheMusicalTimes__1876-402.txt_343	, E. — E. Carper is prepared to send Specifications for building Organs of very superior materials and workmanship.	E. Carper	NIL	person	country of citizenship	Q145	no	yes	yes	
TheMusicalTimes__1876-402.txt_343	, E. — E. Carper is prepared to send Specifications for building Organs of very superior materials and workmanship.	E. Carper	NIL	person	occupation	Q1937431, Q131524, Q43845, Q1955150, Q1294787				
TheMusicalTimes__1876-402.txt_343	, E. — E. Carper is prepared to send Specifications for building Organs of very superior materials and workmanship.	E. Carper	NIL	person	date of birth	NIL				
The_Musical_Times_ms_1905-754_1_	Among the documents preserved in the archives of Magdalen College, Oxford, is the will of one Edward Ascough, of Wynthorp (now Winthorpe), a village on the Lincolnshire coast, two miles north of Skegness	Edward Ascough	NIL	person	given name	Q278835	no	yes	yes	Corpus
The_Musical_Times_ms_1905-754_1_	Among the documents preserved in the archives of Magdalen College, Oxford, is the will of one Edward Ascough, of Wynthorp (now Winthorpe), a village on the Lincolnshire coast, two miles north of Skegness	Edward Ascough	NIL	person	sex or gender	Q6581097	no	yes	yes	Corpus
The_Musical_Times_ms_1905-754_1_	Among the documents preserved in the archives of Magdalen College, Oxford, is the will of one Edward Ascough, of Wynthorp (now Winthorpe), a village on the Lincolnshire coast, two miles north of Skegness	Edward Ascough	NIL	person	country of citizenship	Q145	no	yes	yes	Corpus
The_Musical_Times_ms_1905-754_1_	Among the documents preserved in the archives of Magdalen College, Oxford, is the will of one Edward Ascough, of Wynthorp (now Winthorpe), a village on the Lincolnshire coast, two miles north of Skegness	Edward Ascough	NIL	person	occupation	NIL				
The_Musical_Times_ms_1905-754_1_	Among the documents preserved in the archives of Magdalen College, Oxford, is the will of one Edward Ascough, of Wynthorp (now Winthorpe), a village on the Lincolnshire coast, two miles north of Skegness	Edward Ascough	NIL	person	date of birth	NIL				
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1763	When Fenzi is absent, Guida is considered as the best.	Fenzi	NIL	person	given name	NIL	no	no	yes	
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1763	When Fenzi is absent, Guida is considered as the best.	Fenzi	NIL	person	sex or gender	Q6581097	no	yes	yes	
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1763	When Fenzi is absent, Guida is considered as the best.	Fenzi	NIL	person	country of citizenship	Q38	no	yes	yes	
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1763	When Fenzi is absent, Guida is considered as the best.	Fenzi	NIL	person	occupation	Q13219637	no	yes	yes	
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1763	When Fenzi is absent, Guida is considered as the best.	Fenzi	NIL	person	date of birth	NIL	no	no	yes	
TheMusicalTimes__1875-388.txt_1671	The artists engaged were the Misses Agnes Drummond, Josephine Pulham, Marian Haigh, Florence Wydford, and Messrs. Henry Guy, Theodore Distin, E. Stone, and Thurley Beale.	Florence Wydford	NIL	person	given name	Q950780				
TheMusicalTimes__1875-388.txt_1671	The artists engaged were the Misses Agnes Drummond, Josephine Pulham, Marian Haigh, Florence Wydford, and Messrs. Henry Guy, Theodore Distin, E. Stone, and Thurley Beale.	Florence Wydford	NIL	person	sex or gender	Q6581072				
TheMusicalTimes__1875-388.txt_1671	The artists engaged were the Misses Agnes Drummond, Josephine Pulham, Marian Haigh, Florence Wydford, and Messrs. Henry Guy, Theodore Distin, E. Stone, and Thurley Beale.	Florence Wydford	NIL	person	country of citizenship	Q145				
TheMusicalTimes__1875-388.txt_1671	The artists engaged were the Misses Agnes Drummond, Josephine Pulham, Marian Haigh, Florence Wydford, and Messrs. Henry Guy, Theodore Distin, E. Stone, and Thurley Beale.	Florence Wydford	NIL	person	occupation	Q177220				
TheMusicalTimes__1875-388.txt_1671	The artists engaged were the Misses Agnes Drummond, Josephine Pulham, Marian Haigh, Florence Wydford, and Messrs. Henry Guy, Theodore Distin, E. Stone, and Thurley Beale.	Florence Wydford	NIL	person	date of birth	NIL				
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1252	At some concerts, at the Feydeau, i in 1794, he executed some concerted symphonies of Devienne’s Sy with M. Huguot, Frederic and Charles Duvernoy.	Frederic	NIL	person	given name	Q17539276	no	yes	yes	Corpus
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1252	At some concerts, at the Feydeau, i in 1794, he executed some concerted symphonies of Devienne’s Sy with M. Huguot, Frederic and Charles Duvernoy.	Frederic	NIL	person	sex or gender	Q6581097	no	yes	yes	Corpus
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1252	At some concerts, at the Feydeau, i in 1794, he executed some concerted symphonies of Devienne’s Sy with M. Huguot, Frederic and Charles Duvernoy.	Frederic	NIL	person	country of citizenship	Q142	no	yes	yes	Corpus
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1252	At some concerts, at the Feydeau, i in 1794, he executed some concerted symphonies of Devienne’s Sy with M. Huguot, Frederic and Charles Duvernoy.	Frederic	NIL	person	occupation	Q36834,Q105754940	no	yes	yes	Corpus
TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1252	At some concerts, at the Feydeau, i in 1794, he executed some concerted symphonies of Devienne’s Sy with M. Huguot, Frederic and Charles Duvernoy.	Frederic	NIL	person	date of birth	NIL				
TheMusicalTimes__1876-402.txt_2491	A Pastoral Cantata, H written and composed by FREDERICK BaLpwin.	FREDERICK BaLpwin	NIL	person	given name	Q3273004				Corpus
TheMusicalTimes__1876-402.txt_2491	A Pastoral Cantata, H written and composed by FREDERICK BaLpwin.	FREDERICK BaLpwin	NIL	person	sex or gender	Q6581097				Corpus
TheMusicalTimes__1876-402.txt_2491	A Pastoral Cantata, H written and composed by FREDERICK BaLpwin.	FREDERICK BaLpwin	NIL	person	country of citizenship	NIL				
TheMusicalTimes__1876-402.txt_2491	A Pastoral Cantata, H written and composed by FREDERICK BaLpwin.	FREDERICK BaLpwin	NIL	person	occupation	Q36834				Corpus
TheMusicalTimes__1876-402.txt_2491	A Pastoral Cantata, H written and composed by FREDERICK BaLpwin.	FREDERICK BaLpwin	NIL	person	date of birth	NIL				
The Harmonicon_1823-002_ms_3	La Clemenza di Tito was the first, in which‘a French lady, under the riame of Signora Clarini, took the part of Servilia, and a Madame’ Graziani filled the character ef Annio, both of which were massacred in their hands, and the whole opera necessarily partook in the - ruin.	Graziani	NIL	person	given name	NIL	no	no	yes	
The Harmonicon_1823-002_ms_3	La Clemenza di Tito was the first, in which‘a French lady, under the riame of Signora Clarini, took the part of Servilia, and a Madame’ Graziani filled the character ef Annio, both of which were massacred in their hands, and the whole opera necessarily partook in the - ruin.	Graziani	NIL	person	sex or gender	Q6581072	no	yes	yes	
The Harmonicon_1823-002_ms_3	La Clemenza di Tito was the first, in which‘a French lady, under the riame of Signora Clarini, took the part of Servilia, and a Madame’ Graziani filled the character ef Annio, both of which were massacred in their hands, and the whole opera necessarily partook in the - ruin.	Graziani	NIL	person	country of citizenship	Q38	no	yes	yes	
The Harmonicon_1823-002_ms_3	La Clemenza di Tito was the first, in which‘a French lady, under the riame of Signora Clarini, took the part of Servilia, and a Madame’ Graziani filled the character ef Annio, both of which were massacred in their hands, and the whole opera necessarily partook in the - ruin.	Graziani	NIL	person	occupation	Q177220	no	yes	yes	
The Harmonicon_1823-002_ms_3	La Clemenza di Tito was the first, in which‘a French lady, under the riame of Signora Clarini, took the part of Servilia, and a Madame’ Graziani filled the character ef Annio, both of which were massacred in their hands, and the whole opera necessarily partook in the - ruin.	Graziani	NIL	person	date of birth	NIL	no	no	yes	
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1763	When Fenzi is absent, Guida is considered as the best.	Guida	NIL	person	given name	NIL	no	no	yes	
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1763	When Fenzi is absent, Guida is considered as the best.	Guida	NIL	person	sex or gender	Q6581097	no	yes	yes	
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1763	When Fenzi is absent, Guida is considered as the best.	Guida	NIL	person	country of citizenship	Q38	no	yes	yes	
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1763	When Fenzi is absent, Guida is considered as the best.	Guida	NIL	person	occupation	Q13219637, Q639669	no	yes	yes	
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1763	When Fenzi is absent, Guida is considered as the best.	Guida	NIL	person	date of birth	NIL	no	no	yes	
TheMusicalTimes__1873-366.txt_2212	— - ies H. C. Sturton (late of St. Stephen's Mission Chapel, Lewisham), Morden College Chapel, Blackheath.	H. C. Sturton	NIL	person	given name	NIL	no	no	yes	
TheMusicalTimes__1873-366.txt_2212	— - ies H. C. Sturton (late of St. Stephen's Mission Chapel, Lewisham), Morden College Chapel, Blackheath.	H. C. Sturton	NIL	person	sex or gender	NIL	no	no	yes	
TheMusicalTimes__1873-366.txt_2212	— - ies H. C. Sturton (late of St. Stephen's Mission Chapel, Lewisham), Morden College Chapel, Blackheath.	H. C. Sturton	NIL	person	country of citizenship	NIL	no	no	yes	
TheMusicalTimes__1873-366.txt_2212	— - ies H. C. Sturton (late of St. Stephen's Mission Chapel, Lewisham), Morden College Chapel, Blackheath.	H. C. Sturton	NIL	person	occupation	NIL	no	no	yes	
TheMusicalTimes__1873-366.txt_2212	— - ies H. C. Sturton (late of St. Stephen's Mission Chapel, Lewisham), Morden College Chapel, Blackheath.	H. C. Sturton	NIL	person	date of birth	NIL	no	no	yes	
TheMusicalTimes__1876-402.txt_868	on application to H. Hagemeyer, Bandmaster, 12th Regiment, Cork Barracks, Ireland.	H. Hagemeyer	NIL	person	given name	NIL	no	no	yes	
TheMusicalTimes__1876-402.txt_868	on application to H. Hagemeyer, Bandmaster, 12th Regiment, Cork Barracks, Ireland.	H. Hagemeyer	NIL	person	sex or gender	Q6581097	no	yes	yes	
TheMusicalTimes__1876-402.txt_868	on application to H. Hagemeyer, Bandmaster, 12th Regiment, Cork Barracks, Ireland.	H. Hagemeyer	NIL	person	country of citizenship	Q27	no	yes	yes	
TheMusicalTimes__1876-402.txt_868	on application to H. Hagemeyer, Bandmaster, 12th Regiment, Cork Barracks, Ireland.	H. Hagemeyer	NIL	person	occupation	Q4854651	no	yes	yes	
TheMusicalTimes__1876-402.txt_868	on application to H. Hagemeyer, Bandmaster, 12th Regiment, Cork Barracks, Ireland.	H. Hagemeyer	NIL	person	date of birth	NIL	no	no	yes	
TheMusicalTimes__1876-402.txt_1191	Annie Butterworth, Hannah Edouard, Marietta Phillips, Marie Duval, Mary Jane Williams.	Hannah Edouard	NIL	person	given name	Q1554377	no	yes	yes	Corpus
TheMusicalTimes__1876-402.txt_1191	Annie Butterworth, Hannah Edouard, Marietta Phillips, Marie Duval, Mary Jane Williams.	Hannah Edouard	NIL	person	sex or gender	Q6581072	no	yes	yes	Corpus
TheMusicalTimes__1876-402.txt_1191	Annie Butterworth, Hannah Edouard, Marietta Phillips, Marie Duval, Mary Jane Williams.	Hannah Edouard	NIL	person	country of citizenship	Q145	no	yes	yes	Corpus
TheMusicalTimes__1876-402.txt_1191	Annie Butterworth, Hannah Edouard, Marietta Phillips, Marie Duval, Mary Jane Williams.	Hannah Edouard	NIL	person	occupation	Q177220,Q639669,Q2643890	no	yes	yes	Corpus
TheMusicalTimes__1876-402.txt_1191	Annie Butterworth, Hannah Edouard, Marietta Phillips, Marie Duval, Mary Jane Williams.	Hannah Edouard	NIL	person	date of birth	NIL				
TheMusicalWorld__1844-006.txt_54	— though it was excellently well performed by Phillips, Hill, and Severn.	Hill	NIL	person	given name	NIL	no	no	yes	
TheMusicalWorld__1844-006.txt_54	— though it was excellently well performed by Phillips, Hill, and Severn.	Hill	NIL	person	sex or gender	NIL	no	no	yes	
TheMusicalWorld__1844-006.txt_54	— though it was excellently well performed by Phillips, Hill, and Severn.	Hill	NIL	person	country of citizenship	Q145	no	yes	yes	Corpus
TheMusicalWorld__1844-006.txt_54	— though it was excellently well performed by Phillips, Hill, and Severn.	Hill	NIL	person	occupation	Q177220, Q27914	no	yes	yes	
TheMusicalWorld__1844-006.txt_54	— though it was excellently well performed by Phillips, Hill, and Severn.	Hill	NIL	person	date of birth	NIL	no	no	yes	
TheMusicalTimes__1875-388.txt_2734	, Mrs. Mounsey Bartholomew, J. Barnby, H. Smart, G. A. Macfarren, Brinley Richard, H. S. Irons, Charles Salaman, Alberto Randegger, ].	J. Barnby	NIL	person	given name	Q128267			yes	https://en.wikipedia.org/wiki/Joseph_Barnby
TheMusicalTimes__1875-388.txt_2734	, Mrs. Mounsey Bartholomew, J. Barnby, H. Smart, G. A. Macfarren, Brinley Richard, H. S. Irons, Charles Salaman, Alberto Randegger, ].	J. Barnby	NIL	person	sex or gender	Q6581097			yes	https://en.wikipedia.org/wiki/Joseph_Barnby
TheMusicalTimes__1875-388.txt_2734	, Mrs. Mounsey Bartholomew, J. Barnby, H. Smart, G. A. Macfarren, Brinley Richard, H. S. Irons, Charles Salaman, Alberto Randegger, ].	J. Barnby	NIL	person	country of citizenship	Q145			yes	https://en.wikipedia.org/wiki/Joseph_Barnby
